Series_reference,Period,Data_value,Profit,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
WTSQ.SFD9CS,1996.06,2135.095,11756,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1996.09,2120.211,20270,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1996.12,2041.432,8683,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1997.03,2050.579,23681,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1997.06,2118.452,11534,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1997.09,2061.598,12677,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1997.12,2090.968,17301,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1998.03,1995.856,23464,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1998.06,1948.423,28813,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1998.09,2080.354,19879,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1998.12,1958.316,14408,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1999.03,1898.166,35746,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1999.06,1848.896,19084,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1999.09,1923.543,6013,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,1999.12,1991.694,26424,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2000.03,2056.959,31766,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2000.06,2161.503,1949,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2000.09,2235.792,405,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2000.12,2527.985,24178,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2001.03,2677.04,22606,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2001.06,2553.239,18832,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2001.09,2624.356,6443,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2001.12,3604.334,25712,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2002.03,3720.811,21507,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2002.06,3026.754,16247,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2002.09,1279.38,28804,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2002.12,995.881,15088,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2003.03,904.021,18411,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2003.06,1080.187,27711,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2003.09,1121.196,4543,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2003.12,1034.112,16002,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2004.03,953.062,21182,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2004.06,1000.074,19316,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2004.09,1179.072,34587,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2004.12,1037.493,4373,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2005.03,975.362,24858,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2005.06,990.103,32008,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2005.09,1117.046,17828,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2005.12,1007.64,1475,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2006.03,1007.381,27886,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2006.06,1006.004,21500,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2006.09,1068.684,12938,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2006.12,1147.344,34760,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2007.03,1162.438,16244,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2007.06,1166.966,16655,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2007.09,1133.632,27219,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2007.12,1144.104,14106,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2008.03,1111.248,22809,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2008.06,1106.319,31890,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2008.09,1280.362,16902,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2008.12,1204.715,1241,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2009.03,1283.979,20814,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2009.06,1326.068,11851,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2009.09,1307.494,7278,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2009.12,1329.705,18967,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2010.03,1347.331,11301,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2010.06,1420.695,19466,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2010.09,1380.841,5927,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2010.12,1399.153,30681,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2011.03,1428.799,29128,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2011.06,1372.371,14973,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2011.09,1441.204,22984,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2011.12,1406.955,2616,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2012.03,1454.033,5629,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2012.06,1614.682,28740,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2012.09,1597.747,35760,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2012.12,1580.374,6549,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2013.03,1578.352,20191,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2013.06,1423.424,9115,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2013.09,1575.727,17639,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2013.12,1567.524,6211,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2014.03,1521.924,20562,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2014.06,1559.384,29380,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2014.09,1539.437,13863,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2014.12,1671.337,30660,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2015.03,1602.371,29755,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2015.06,1649.558,1018,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2015.09,1706.919,431,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2015.12,1756.128,8226,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2016.03,1812.753,18706,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2016.06,1671.354,14957,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2016.09,1741.238,20879,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2016.12,1689.854,11765,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2017.03,1734.368,27997,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2017.06,1780.125,16268,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2017.09,1745.257,29432,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2017.12,1889.084,3440,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2018.03,1874.884,5144,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2018.06,1901.226,14904,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2018.09,1953.413,33883,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2018.12,1915.649,636,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2019.03,1911.841,23048,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2019.06,1976.849,4106,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2019.09,2023.546,1149,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2019.12,2133.697,12220,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2020.03,2234.748,31143,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2020.06,2192.629,9644,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2020.09,1994.132,10483,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2020.12,1737.159,27516,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2021.03,1866.732,987,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2021.06,1947.302,23225,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2021.09,2125.307,10807,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CS,2021.12,2117.651,33903,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFD9CT,1995.03,1671.645,1307,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1995.06,1831.117,9034,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1995.09,1936.815,15701,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1995.12,2000.309,14211,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1996.03,2083.191,35379,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1996.06,2140.102,32644,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1996.09,2107.859,20126,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1996.12,2054.724,7472,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1997.03,2061.906,19329,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
WTSQ.SFD9CT,1997.06,2089.492,9489,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
